"","AccSpeciesID","AccSpeciesName","median_height","uid"
"3720",13432,"Cleome hirta",1.6,"860697"
"3721",13433,"Cleome iberidella",5,"1522779"
"3722",13436,"Cleome maculata",0.3,"860706"
"3723",13437,"Cleome monophylla",0.6,"202654"
"3724",13438,"Cleome oxyphylla",0.45,"511513"
"3725",13445,"Cleome rubella",0.3,"3126378"
"3726",13446,"Cleome rutidosperma",1,"190803"
"3727",13451,"Cleome stricta",6,"860718"
"3728",13467,"Clermontia kakeana",2,"28488"
"3729",13494,"Clerodendrum tomentosum",3,"488979"
"3730",13495,"Clerodendrum trichotomum",6,"54229"
"3731",13499,"Clethra acuminata",6.096,"167891"
"3732",13501,"Clethra alnifolia",3.9384,"13435"
"3733",13502,"Clethra barbinervis",8.2,"191065"
"3734",13505,"Clethra delavayi",8,"212706"
"3735",13509,"Clethra mexicana",25,"168116"
"3736",13510,"Clethra occidentalis",0.6459,NA
"3737",13512,"Clethra scabra",20.9,"224276"
"3738",13516,"Cleyera incornuta",15,NA
"3739",13518,"Cleyera japonica",4.1,"182333"
"3740",13519,"Cleyera obovata",5,NA
"3741",13520,"Cleyera pachyphylla",8,"194709"
"3742",13523,"Clibadium arboreum",5,"3015681"
"3743",13526,"Clibadium erosum",6.096,"883773"
"3744",13533,"Clidemia dentata",3.495,"427154"
"3745",13536,"Clidemia hirta",0.5215,"2806839"
"3746",13539,"Clidemia octona",4.138,"263242"
"3747",13542,"Clidemia septuplinervia",2.71,"2884811"
"3748",13543,"Clidemia sericea",10,"263244"
"3749",13545,"Cliffortia linearifolia",2,"550908"
"3750",13546,"Cliffortia nitidula",2,"137439"
"3751",13547,"Cliffortia ruscifolia",1.5,"281884"
"3752",13548,"Cliffortia serpyllifolia",1.8,"550950"
"3753",13549,"Cliftonia monophylla",7.9248,"55375"
"3754",13556,"Clinopodium acinos",0.2,"306377"
"3755",13559,"Clinopodium menthifolium",0.525,"260593"
"3756",13561,"Clinopodium vulgare",0.3377752101,"204222"
"3757",13562,"Clinostigma savoryanum",16,"180983"
"3758",13564,"Clintonia borealis",0.15,"34183"
"3759",13565,"Clintonia udensis",0.4,"108051"
"3760",13567,"Cliococca selaginoides",0.096,"586372"
"3761",13574,"Clitoria nana",0.2935,"1983296"
"3762",13585,"Clusia criuva",16.2,"180919"
"3763",13587,"Clusia flava",5,"211496"
"3764",13590,"Clusia grandiflora",9.95,"211497"
"3765",13597,"Clusia lundellii",5,"2030888"
"3766",13598,"Clusia minor",5,"156471"
"3767",13604,"Clusia rosea",18.288,"156476"
"3768",13606,"Clusia sp",1.085,NA
"3769",13608,"Clusia stenophylla",8,"156478"
"3770",13609,"Clusia uvitana",4.5,"156455"
"3771",13610,"Clutia abyssinica",6,"1237512"
"3772",13612,"Clutia brassii",2,NA
"3773",13613,"Clutia conferta",2,NA
"3774",13615,"Clutia hirsuta",0.9,"2943623"
"3775",13616,"Clutia monticola",0.6,"1390543"
"3776",13617,"Clutia paxii",2.5,NA
"3777",13621,"Clutia sessilifolia",1,NA
"3778",13622,"Clutia swynnertonii",4,NA
"3779",13623,"Clutia whytei",1.2,NA
"3780",13631,"Cneorum pulverulentum",0.8,"43706"
"3781",13632,"Cneorum tricoccon",0.66,"459164"
"3782",13643,"Cnidium dubium",0.5875,"910420"
"3783",13649,"Cnidoscolus multilobus",5,"2358357"
"3784",13655,"Cnidoscolus urens",1.336666667,"316878"
"3785",13673,"Coccoloba barbadensis",9.95,"1823678"
"3786",13676,"Coccoloba coronata",16.62993146,"681422"
"3787",13677,"Coccoloba densifrons",15,"137674"
"3788",13678,"Coccoloba diversifolia",10.3632,"696528"
"3789",13680,"Coccoloba hondurensis",20,"2726345"
"3790",13684,"Coccoloba lehmannii",20,NA
"3791",13688,"Coccoloba manzinellensis",12.549,"681423"
"3792",13692,"Coccoloba mollis",21,"1186097"
"3793",13695,"Coccoloba peruviana",10,NA
"3794",13696,"Coccoloba pubescens",21.336,"696529"
"3795",13698,"Coccoloba swartzii",14.9352,"137675"
"3796",13700,"Coccoloba uvifera",7.62,"45179"
"3797",13704,"Coccothrinax argentata",9.1148,"115459"
"3798",13705,"Coccothrinax jamaicensis",8,NA
"3799",13707,"Cocculus carolinus",2,"211976"
"3800",13709,"Cocculus laurifolius",1.55,"152359"
"3801",13711,"Cocculus orbiculatus",3,"152358"
"3802",13712,"Cocculus pendulus",3,"527501"
"3803",13715,"Cochlearia anglica",0.1,"1082182"
"3804",13718,"Cochlearia danica",0.08,"126279"
"3805",13721,"Cochlearia micacea",0.1,"1844632"
"3806",13722,"Cochlearia officinalis",0.114,"270110"
"3807",13723,"Cochlearia pyrenaica",0.2,"126273"
"3808",13725,"Cochlospermum fraseri",5.25,"2086533"
"3809",13726,"Cochlospermum gillivraei",10.5,"1382064"
"3810",13734,"Cochlospermum vitifolium",9.6,"66675"
"3811",13737,"Cocos nucifera",20,"13894"
"3812",13739,"Codariocalyx gyroides",3,"2044324"
"3813",13744,"Codiaeum variegatum",6,"138558"
"3814",13752,"Codonocarpus cotinifolius",10,"415759"
"3815",13776,"Coelocaryon preussii",17.65,"296870"
"3816",13783,"Coelorachis afraurita",4,"1092578"
"3817",13789,"Coelorachis cylindrica",0.97536,"2907289"
"3818",13795,"Coelorachis lepidura",1.5,"1092579"
"3819",13799,"Coelorachis rugosa",0.6096,"330557"
"3820",13800,"Coelorachis selloana",0.0979278169014085,"91511"
"3821",13806,"Coelospermum reticulatum",3,"659066"
"3822",13809,"Coffea arabica",1.99,"13443"
"3823",13814,"Coffea canephora",8,"49390"
"3824",13820,"Coffea liberica",15,"49373"
"3825",13825,"Coffea sp",1.24,"3077616"
"3826",13834,"Coincya monensis",0.27,"55965"
"3827",13838,"Coincya wrightii",0.9,"400014"
"3828",13844,"Cojoba arborea",2.26,"466220"
"3829",13846,"Cojoba rufescens",10.545,"681517"
"3830",13854,"Cola discoglypremnophylla",8,NA
"3831",13858,"Cola greenwayi",17,"1237515"
"3832",13859,"Cola griseiflora",7,"2708770"
"3833",13865,"Cola mossambicensis",27,"1237516"
"3834",13878,"Colchicum autumnale",0.36,"45005"
"3835",13882,"Coleanthus subtilis",0.035,"1176375"
"3836",13884,"Coleogyne ramosissima",1.2,"401069"
"3837",13886,"Coleostephus myconis",0.2,"99042"
"3838",13893,"Colliguaja integerrima",1.05,"316830"
"3839",13901,"Collinsia parviflora",0.3048,"160360"
"3840",13906,"Collinsia verna",0.7,"183438"
"3841",13910,"Collomia grandiflora",0.4,"66234"
"3842",13912,"Collomia linearis",0.205,"40761"
"3843",13920,"Colocasia esculenta",1.4,"4460"
"3844",13928,"Colona floribunda",10,"82404"
"3845",13934,"Colophospermum mopane",18,"162715"
"3846",13952,"Colpodium ponticum",0.0383,NA
"3847",13954,"Colpodium variegatum",0.0343,NA
"3848",13960,"Colubrina arborescens",7.9248,"1465290"
"3849",13961,"Colubrina asiatica",5,"106664"
"3850",13962,"Colubrina elliptica",10.5156,"1465291"
"3851",13966,"Colubrina glandulosa",27.784656885,"1125385"
"3852",13980,"Colutea arborescens",4,"47649"
"3853",13982,"Colutea atlantica",3.5,"754872"
"3854",13983,"Colutea cilicica",3.1375,"1868712"
"3855",13986,"Colutea media",4.5,NA
"3856",13987,"Colutea orientalis",2,"2040548"
"3857",13993,"Comandra umbellata",0.241,"50119"
"3858",13998,"Comarum salesovianum",0.12,"210861"
"3859",14004,"Combretum albopunctatum",3,"507389"
"3860",14005,"Combretum andradae",2,NA
"3861",14006,"Combretum apiculatum",10,"493957"
"3862",14007,"Combretum aureonitens",5.5,NA
"3863",14013,"Combretum caudatisepalum",3.5,NA
"3864",14014,"Combretum celastroides",12,"507394"
"3865",14015,"Combretum collinum",17,"493958"
"3866",14019,"Combretum elaeagnoides",6.5,"507404"
"3867",14023,"Combretum fragrans",11,"578538"
"3868",14026,"Combretum gillettianum",4,NA
"3869",14028,"Combretum goetzei",10,NA
"3870",14030,"Combretum hereroense",10,"493959"
"3871",14034,"Combretum imberbe",10,"507408"
"3872",14036,"Combretum kraussii",8,"507410"
"3873",14037,"Combretum lasiocarpum",2,"1548801"
"3874",14039,"Combretum leprosum",7.033333333,"2743239"
"3875",14044,"Combretum molle",3.1,"507414"
"3876",14045,"Combretum mossambicense",2.5,"507415"
"3877",14046,"Combretum mweroense",1.2,NA
"3878",14049,"Combretum padoides",5,"507418"
"3879",14052,"Combretum pilosum",20,NA
"3880",14053,"Combretum pisoniiflorum",3,"507420"
"3881",14054,"Combretum platypetalum",0.33,"507421"
"3882",14055,"Combretum psidioides",9,"507422"
"3883",14058,"Combretum schumannii",18,"507424"
"3884",14060,"Combretum sp",4,"3375693"
"3885",14067,"Combretum zeyheri",10,"459860"
"3886",14071,"Comesperma ericinum",1.166666667,"32208"
"3887",14074,"Comesperma sphaerocarpum",0.2,NA
"3888",14080,"Commelina communis",0.7,"4744"
"3889",14081,"Commelina cyanea",0.1,NA
"3890",14082,"Commelina diffusa",0.838,"428226"
"3891",14084,"Commelina erecta",0.348269230769231,"428228"
"3892",14088,"Commelina sp",0.11,NA
"3893",14090,"Commersonia bartramia",15,"133562"
"3894",14095,"Commicarpus helenae",0.1,"1423878"
"3895",14097,"Commicarpus pilosus",0.7,"1423881"
"3896",14102,"Commiphora africana",3.5,"181237"
"3897",14103,"Commiphora angolensis",5,"246352"
"3898",14104,"Commiphora aprevalii",3.25,"318969"
"3899",14105,"Commiphora arafy",10,"1490851"
"3900",14107,"Commiphora caerulea",12,"1700981"
"3901",14111,"Commiphora edulis",10,"246353"
"3902",14117,"Commiphora karibensis",14,"1173006"
"3903",14119,"Commiphora leptophloeos",6.133333333,"181239"
"3904",14120,"Commiphora madagascariensis",5,"1173009"
"3905",14121,"Commiphora mafaidoha",9,"318994"
"3906",14122,"Commiphora marlothii",5,"318981"
"3907",14124,"Commiphora mollis",8,"181240"
"3908",14125,"Commiphora monstruosa",1.25,"80335"
"3909",14126,"Commiphora mossambicensis",10,"1173012"
"3910",14127,"Commiphora neglecta",9,"318983"
"3911",14128,"Commiphora pedunculata",5,"318986"
"3912",14132,"Commiphora pyracanthoides",8,"181241"
"3913",14135,"Commiphora schlechteri",6,"1389745"
"3914",14136,"Commiphora serrata",8,"1237518"
"3915",14137,"Commiphora sp",0.855,"3128003"
"3916",14138,"Commiphora stellulata",2.9166666665,"1490856"
"3917",14139,"Commiphora tenuipetiolata",5,"1701009"
"3918",14140,"Commiphora ugogensis",11.5,"246359"
"3919",14142,"Commiphora zanzibarica",12,"1237520"
"3920",14144,"Comocladia glabra",5.4864,"883774"
"3921",14150,"Compsoneura capitellata",15,"477919"
"3922",14152,"Compsoneura sprucei",20,"224855"
"3923",14154,"Comptonia peregrina",0.6096,"29742"
"3924",14156,"Conceveiba guianensis",17,"316706"
"3925",14159,"Conceveiba rhytidocarpa",20,NA
"3926",14164,"Condalia hookeri",9.144,"3086299"
"3927",14175,"Congea tomentosa",7,"41381"
"3928",14177,"Congolanthus longidens",0.275,NA
"3929",14183,"Conium maculatum",1.75,"13447"
"3930",14184,"Conium sp",2,NA
"3931",14200,"Conocarpus erectus",20.1168,"134917"
"3932",14206,"Conopodium majus",0.3625,"173702"
"3933",14209,"Conospermum ericifolium",0.44,NA
"3934",14210,"Conospermum longifolium",0.75,"1598135"
"3935",14211,"Conospermum stoechadis",0.5,NA
"3936",14212,"Conospermum taxifolium",1.5,"341023"
"3937",14214,"Conospermum triplinervium",1.5,NA
"3938",14216,"Conostegia bracteata",6.47,"681424"
"3939",14217,"Conostegia cinnamomea",5.2558333335,"681425"
"3940",14225,"Conostegia xalapensis",2.45,"476977"
"3941",14226,"Conostephium pendulum",0.3,"255297"
"3942",14228,"Conostomium natalense",0.7,"60358"
"3943",14229,"Conostomium zoutpansbergense",0.5,"497225"
"3944",14231,"Conringia austriaca",0.8,"2866773"
"3945",14232,"Conringia orientalis",0.35,"228876"
"3946",14240,"Convallaria majalis",0.22192,"32189"
"3947",14241,"Convolvulus althaeoides",0.24,"267570"
"3948",14242,"Convolvulus ammannii",0.03,"1428885"
"3949",14244,"Convolvulus arvensis",0.231,"4123"
"3950",14246,"Convolvulus cantabrica",0.35,"267574"
"3951",14251,"Convolvulus dorycnium",0.45,"267580"
"3952",14253,"Convolvulus erubescens",0.27,NA
"3953",14256,"Convolvulus floridus",3,"267582"
"3954",14258,"Convolvulus lanuginosus",0.293,"267589"
"3955",14259,"Convolvulus lineatus",0.1,"267592"
"3956",14262,"Convolvulus ocellatus",0.6,"1428923"
"3957",14263,"Convolvulus palaestinus",0.7,"1428864"
"3958",14264,"Convolvulus pentapetaloides",0.3,"1428865"
"3959",14265,"Convolvulus remotus",0.1,NA
"3960",14271,"Convolvulus siculus",0.075,"267602"
"3961",14274,"Convolvulus tragacanthoides",0.15,"1485688"
"3962",14275,"Convolvulus tricolor",0.162,"4124"
"3963",14280,"Conyza canadensis",0.43,"72917"
"3964",14301,"Copaifera langsdorffii",10.8333333333333,"280048"
"3965",14311,"Copaifera reticulata",30,NA
"3966",14312,"Copaifera salikounda",40,"162718"
"3967",14314,"Copaifera trapezifolia",28.5,"327899"
"3968",14315,"Copernicia alba",30,"1089947"
"3969",14318,"Copernicia tectorum",10,"1089956"
"3970",14320,"Coprosma areolata",3,"1403457"
"3971",14324,"Coprosma cheesemanii",0.2,"158857"
"3972",14325,"Coprosma ciliata",2,"1054341"
"3973",14326,"Coprosma colensoi",1.7,"1406367"
"3974",14327,"Coprosma crassifolia",4,"158858"
"3975",14328,"Coprosma cuneata",0.475,"1054342"
"3976",14330,"Coprosma foetidissima",3,"463731"
"3977",14332,"Coprosma hirtella",1.4,"1054349"
"3978",14333,"Coprosma intertexta",0.8,"225567"
"3979",14334,"Coprosma linariifolia",3,"651544"
"3980",14335,"Coprosma lucida",3,"651545"
"3981",14336,"Coprosma nitida",1.913333333,"1054355"
"3982",14339,"Coprosma parviflora",2,"1054357"
"3983",14340,"Coprosma perpusilla",0.01525,"1054358"
"3984",14341,"Coprosma petriei",0.029,"225569"
"3985",14342,"Coprosma propinqua",1.5,"450832"
"3986",14343,"Coprosma pseudocuneata",0.4,"1403479"
"3987",14344,"Coprosma quadrifida",4,"158861"
"3988",14346,"Coprosma rhamnoides",2,"1054361"
"3989",14347,"Coprosma rigida",3,"1054362"
"3990",14348,"Coprosma robusta",6,"60359"
"3991",14349,"Coprosma rotundifolia",4.25,"1403484"
"3992",14350,"Coprosma rubra",2.5,"1403485"
"3993",14353,"Coprosma sp",4,NA
"3994",14367,"Corallorhiza trifida",0.18,"451881"
"3995",14370,"Corbichonia decumbens",0.5,"115631"
"3996",14373,"Corchorus aestuans",0.5,"360610"
"3997",14382,"Corchorus junodii",1.6,"1051392"
"3998",14383,"Corchorus kirkii",2.5,"358691"
"3999",14384,"Corchorus longipedunculatus",0.6,"358692"
"4000",14385,"Corchorus olitorius",2,"93759"
"4001",14387,"Corchorus saxatilis",0.3,"1051401"
"4002",14390,"Corchorus tridens",0.6,"358695"
"4003",14391,"Corchorus trilocularis",1,"358697"
"4004",14392,"Corchorus velutinus",1,"1051403"
"4005",14395,"Cordia africana",15,"222081"
"4006",14397,"Cordia alliodora",21.336,"246517"
"4007",14399,"Cordia bicolor",6.7,"573154"
"4008",14401,"Cordia boissieri",11.8872,"573155"
"4009",14402,"Cordia borinquensis",6.096,"246520"
"4010",14403,"Cordia caffra",7,"992670"
"4011",14408,"Cordia dentata",8.5,"222082"
"4012",14409,"Cordia dichotoma",20,"992840"
"4013",14410,"Cordia dodecandra",10,NA
"4014",14420,"Cordia glabrata",10,"303146"
"4015",14422,"Cordia goeldiana",30,"303148"
"4016",14423,"Cordia goetzei",9,"1899104"
"4017",14424,"Cordia grandicalyx",7,"992671"
"4018",14425,"Cordia hebeclada",30,NA
"4019",14430,"Cordia lasiocalyx",11.937205195,"681426"
"4020",14432,"Cordia lomatoloba",25,NA
"4021",14433,"Cordia lucidula",8,"573145"
"4022",14436,"Cordia megalantha",0.62,"303153"
"4023",14437,"Cordia millenii",25,"1549839"
"4024",14439,"Cordia monoica",6,"222084"
"4025",14440,"Cordia mukuensis",5,NA
"4026",14441,"Cordia myxa",10,"181185"
"4027",14442,"Cordia nodosa",8,"79332"
"4028",14444,"Cordia panamensis",12.5,"246532"
"4029",14446,"Cordia pilosissima",12.5,NA
"4030",14450,"Cordia sagotii",20.5,"597282"
"4031",14453,"Cordia sebestena",9.144,"163077"
"4032",14454,"Cordia sellowiana",9.125,"992855"
"4033",14456,"Cordia sinensis",4,"222085"
"4034",14458,"Cordia sp",12,NA
"4035",14461,"Cordia stellifera",25,NA
"4036",14462,"Cordia stuhlmannii",8,"1237521"
"4037",14463,"Cordia subcordata",7.62,"163078"
"4038",14465,"Cordia sulcata",19.812,"883775"
"4039",14466,"Cordia tetrandra",12,"303155"
"4040",14467,"Cordia toqueve",18,"992857"
"4041",14468,"Cordia torrei",5,"1237522"
"4042",14469,"Cordia trichotoma",2.48,"181186"
"4043",14471,"Cordia ucayaliensis",12,"992860"
"4044",14485,"Cordyline cannifolia",0.8,"1312787"
"4045",14486,"Cordyline congesta",2.3,"1619391"
"4046",14491,"Cordyline rubra",4,"1619826"
"4047",14496,"Corema album",26.63,"199168"
"4048",14508,"Coreopsis palmata",0.404,"159674"
"4049",14512,"Coriandrum sativum",0.5,"4047"
"4050",14514,"Coriaria arborea",8,"48248"
"4051",14515,"Coriaria myrtifolia",1.375,"3460"
"4052",14516,"Coriaria nepalensis",5,"79760"
"4053",14522,"Coris monspeliensis",0.23275,"59972"
"4054",14532,"Corispermum hyssopifolium",0.6,"1151092"
"4055",14533,"Corispermum intermedium",0.475,NA
"4056",14536,"Corispermum marschallii",0.375,NA
"4057",14551,"Cornulaca monacantha",0.8,"454476"
"4058",14553,"Cornus alba",3,"367337"
"4059",14555,"Cornus alternifolia",6,"16902"
"4060",14556,"Cornus amomum",3.048,"366638"
"4061",14561,"Cornus bretschneideri",4.5,"367341"
"4062",14563,"Cornus canadensis",0.14,"4282"
"4063",14564,"Cornus capitata",9.545,"60117"
"4064",14565,"Cornus chinensis",10,"16903"
"4065",14566,"Cornus controversa",15.4,"60118"
"4066",14571,"Cornus drummondii",0.44,"367342"
"4067",14574,"Cornus florida",5,"4283"
"4068",14575,"Cornus foemina",4.8768,"180958"
"4069",14576,"Cornus glabrata",4.448,"367344"
"4070",14577,"Cornus hongkongensis",18,"366915"
"4071",14578,"Cornus kousa",6,"28501"
"4072",14579,"Cornus macrophylla",18.12,"60119"
"4073",14580,"Cornus mas",5,"4285"
"4074",14584,"Cornus nuttallii",18.93,"60120"
"4075",14586,"Cornus oblonga",16,"16905"
"4076",14588,"Cornus officinalis",10,"16906"
"4077",14593,"Cornus racemosa",0.51,"4284"
"4078",14594,"Cornus rugosa",3,"367353"
"4079",14595,"Cornus sanguinea",4,"367354"
"4080",14596,"Cornus schindleri",8,"367355"
"4081",14597,"Cornus sericea",0.65,"179117"
"4082",14602,"Cornus suecica",0.095,"164435"
"4083",14604,"Cornus volkensii",16.5,"164436"
"4084",14605,"Cornus walteri",15,"16907"
"4085",14606,"Cornus wilsoniana",18,"367357"
"4086",14611,"Corokia cotoneaster",0.85,"16909"
"4087",14615,"Coronilla coronata",0.4,"237899"
"4088",14619,"Coronilla juncea",0.8,"390703"
"4089",14620,"Coronilla minima",0.175,"181252"
"4090",14621,"Coronilla repanda",0.0852140790687008,"390704"
"4091",14622,"Coronilla scorpioides",0.25,"118892"
"4092",14625,"Coronilla vaginalis",0.0725,"390707"
"4093",14626,"Coronilla valentina",0.8,"118893"
"4094",14636,"Correa reflexa",0.8,"67920"
"4095",14638,"Corrigiola litoralis",0.06,"46118"
"4096",14656,"Cortaderia selloana",2,"58286"
"4097",14664,"Cortusa matthioli",0.225,NA
"4098",14669,"Corybas trilobus",0.05,"179771"
"4099",14671,"Corydalis ambigua",0.2,"404569"
"4100",14673,"Corydalis capnoides",0.2,"2512264"
"4101",14674,"Corydalis cava",0.1875,"581246"
"4102",14676,"Corydalis intermedia",0.15,"54425"
"4103",14678,"Corydalis pumila",0.175,"2005302"
"4104",14680,"Corydalis solida",0.125,"38914"
"4105",14683,"Corylopsis pauciflora",3,"50993"
"4106",14686,"Corylopsis willmottiae",5,"350024"
"4107",14687,"Corylus americana",0.44,"78632"
"4108",14688,"Corylus avellana",5.67,"13451"
"4109",14690,"Corylus chinensis",40,"80753"
"4110",14691,"Corylus colurna",20,"101193"
"4111",14692,"Corylus cornuta",3.3288,"13452"
"4112",14693,"Corylus ferox",20,"126981"
"4113",14694,"Corylus heterophylla",7,"80754"
"4114",14696,"Corylus maxima",5,"126985"
"4115",14697,"Corylus sieboldiana",6,"126986"
"4116",14701,"Corymbia bleeseri",13.5,"415884"
"4117",14704,"Corymbia calophylla",40,"34324"
"4118",14706,"Corymbia citriodora",9,"34329"
"4119",14708,"Corymbia confertiflora",20,"1711102"
"4120",14714,"Corymbia eximia",20,"34328"
"4121",14715,"Corymbia foelscheana",8.7,"673118"
"4122",14716,"Corymbia gummifera",15,"183803"
"4123",14719,"Corymbia intermedia",35,"183805"
"4124",14722,"Corymbia maculata",18.2,"87660"
"4125",14723,"Corymbia nesophila",25,"415888"
"4126",14727,"Corymbia polycarpa",15,"183806"
"4127",14728,"Corymbia porrecta",8.9,"415890"
"4128",14731,"Corymbia terminalis",8.2,"368764"
"4129",14734,"Corymbia trachyphloia",30,"183807"
"4130",14740,"Corymborkis corymbis",1,"862851"
"4131",14742,"Corynephorus canescens",0.1,"388701"
"4132",14755,"Corypha umbraculifera",27.5,"115461"
"4133",14756,"Corypha utan",30,"145682"
"4134",14768,"Cosmos bipinnatus",1.55,"51277"
"4135",14779,"Costus dirzoi",2.5,"328762"
"4136",14784,"Costus scaber",3,"328781"
"4137",14787,"Costus spiralis",1.57,"328783"
"4138",14789,"Cotinus coggygria",2.1,"269719"
"4139",14790,"Cotinus obovatus",11.8872,"292731"
"4140",14792,"Cotoneaster acuminatus",3,"690309"
"4141",14794,"Cotoneaster acutifolius",3.9624,"690308"
"4142",14798,"Cotoneaster bullatus",3,"690312"
"4143",14799,"Cotoneaster cinnabarinus",0.7,"2835573"
"4144",14802,"Cotoneaster dielsianus",2.5,"690316"
"4145",14804,"Cotoneaster divaricatus",2,"1143217"
"4146",14806,"Cotoneaster franchetii",3,"1143218"
"4147",14807,"Cotoneaster glaucophyllus",5,"1125981"
"4148",14808,"Cotoneaster granatensis",2.45,"2720241"
"4149",14809,"Cotoneaster horizontalis",0.7,"690320"
"4150",14810,"Cotoneaster integerrimus",1.5,"690321"
"4151",14811,"Cotoneaster integrifolius",1,"3059406"
"4152",14816,"Cotoneaster microphyllus",1,"690323"
"4153",14817,"Cotoneaster mongolicus",1.8,"1143222"
"4154",14818,"Cotoneaster moupinensis",4,"690325"
"4155",14820,"Cotoneaster nebrodensis",1.75,"3086330"
"4156",14821,"Cotoneaster niger",2,"1143224"
"4157",14823,"Cotoneaster nummularioides",0.725,"3086332"
"4158",14824,"Cotoneaster nummularius",1.25,"1804980"
"4159",14828,"Cotoneaster salicifolius",5,"690335"
"4160",14834,"Cotoneaster tomentosus",1.375,"1143230"
"4161",14835,"Cotoneaster uniflorus",0.4,"3086338"
"4162",14840,"Cotula alpina",0.0141,"1193222"
"4163",14841,"Cotula australis",0.1,"457712"
"4164",14843,"Cotula coronopifolia",0.18,"174445"
"4165",14848,"Cotyledon barbeyi",3,"289835"
"4166",14851,"Cotyledon orbiculata",1,"22999"
"4167",14858,"Couepia bracteosa",19,"597283"
"4168",14860,"Couepia caryophylloides",18,"688040"
"4169",14861,"Couepia chrysocalyx",10,NA
"4170",14865,"Couepia grandiflora",2.643333333,"1856777"
"4171",14866,"Couepia guianensis",45,"597284"
"4172",14870,"Couepia macrophylla",20,NA
"4173",14871,"Couepia obovata",25,"692115"
"4174",14874,"Couepia polyandra",25,"1856781"
"4175",14878,"Couepia venosa",7.625,NA
"4176",14882,"Couma guianensis",24,"403105"
"4177",14883,"Couma macrocarpa",30,"141553"
"4178",14889,"Couratari gloriosa",17,"1186100"
"4179",14890,"Couratari guianensis",1.625,"221250"
"4180",14892,"Couratari macrosperma",50,"372699"
"4181",14893,"Couratari multiflora",26,"221249"
"4182",14894,"Couratari oblongifolia",37.5,"372700"
"4183",14902,"Couroupita guianensis",19.88,"66684"
"4184",14910,"Cousinia belangeri",0.31,"525943"
"4185",14917,"Coussapoa microcarpa",15.5,"242042"
"4186",14918,"Coussapoa orthoneura",35,"3086345"
"4187",14919,"Coussapoa ovalifolia",20,"194323"
"4188",14923,"Coussapoa purpusii",8,"3086347"
"4189",14925,"Coussapoa trinervia",20.5,NA
"4190",14926,"Coussapoa villosa",35,"242043"
"4191",14927,"Coussarea accedens",6.125,NA
"4192",14931,"Coussarea cephaeloides",12,NA
"4193",14932,"Coussarea contracta",19.95,"83581"
"4194",14939,"Coussarea klugii",10,"2559956"
"4195",14944,"Coussarea obliqua",5,NA
"4196",14946,"Coussarea paniculata",12,"2321275"
"4197",14952,"Coussarea tenuiflora",10,"2559967"
"4198",14955,"Coutarea hexandra",9.347585465,"85718"
"4199",14964,"Craibiodendron stellatum",6,"2945255"
"4200",14965,"Craigia yunnanensis",20,"197121"
"4201",14970,"Crambe fruticosa",0.6,"196286"
"4202",14973,"Crambe hispanica",0.8,"70124"
"4203",14976,"Crambe laevigata",0.3,"196288"
"4204",14977,"Crambe maritima",0.4,"71339"
"4205",14983,"Crambe tatarica",0.8,"71346"
"4206",14986,"Craspedia aurantia",0.04363,"90777"
"4207",14992,"Craspedia sp",0.0948,NA
"4208",14994,"Craspedorhachis africana",1,"751628"
"4209",14995,"Craspedorhachis digitata",0.75,NA
"4210",14996,"Craspedorhachis rhodesiana",1.2,"1419547"
"4211",14998,"Crassocephalum crepidioides",0.5,"189211"
"4212",15005,"Crassula aquatica",0.05,"1844633"
"4213",15007,"Crassula capitella",0.7,"306412"
"4214",15010,"Crassula colorata",0.1,"2705728"
"4215",15012,"Crassula cooperi",0.09,NA
"4216",15017,"Crassula expansa",0.3,"2338826"
"4217",15021,"Crassula globularioides",0.165,"2338842"
"4218",15024,"Crassula helmsii",0.3,"300471"
"4219",15030,"Crassula multicava",0.4,"23000"
"4220",15034,"Crassula ovata",1,"1050986"
"4221",15038,"Crassula sarcocaulis",0.3,"682159"
"4222",15044,"Crassula sieberiana",0.15,"300479"
"4223",15046,"Crassula sp",1.2,NA
"4224",15049,"Crassula tillaea",0.03,"1053338"
"4225",15051,"Crassula vaginata",0.49,"2338882"
"4226",15053,"Crataegus aestivalis",7.9248,"416279"
"4227",15059,"Crataegus aurantia",5,"3108492"
"4228",15060,"Crataegus azarolus",7,"298644"
"4229",15061,"Crataegus calpodendron",6,"216036"
"4230",15062,"Crataegus calycina",10,NA
"4231",15064,"Crataegus chrysocarpa",7,"510715"
"4232",15065,"Crataegus coccinea",8.81,"356593"
"4233",15068,"Crataegus crus-galli",10,"216036"
"4234",15070,"Crataegus cuneata",1.5,"2741994"
"4235",15072,"Crataegus douglasii",6.096,"510719"
"4236",15075,"Crataegus hupehensis",5,"416285"
"4237",15076,"Crataegus intricata",4,"1638385"
"4238",15079,"Crataegus laciniata",0.3975,"2720242"
"4239",15080,"Crataegus laevigata",10,"298643"
"4240",15083,"Crataegus marshallii",7.62,"416288"
"4241",15084,"Crataegus maximowiczii",7,"416289"
"4242",15089,"Crataegus mollis",10,"36593"
"4243",15090,"Crataegus monogyna",3.2,"140997"
"4244",15091,"Crataegus nigra",7,"298649"
"4245",15100,"Crataegus pentagyna",5,"416291"
"4246",15101,"Crataegus phaenopyrum",7.62,"416292"
"4247",15102,"Crataegus pinnatifida",6,"510735"
"4248",15103,"Crataegus pruinosa",6.096,"2071435"
